job,size,scale0,tstop,tpart,concurrent,schedule,graph_class,get_averages,fixed-temp,burn_in,samples,graph,iter,flips,cut,ene,anneal,u,m,syncs,surprise_flips,gradient_difference_norm
1150,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,29,29023,20032,-41200,1.00001e-06,-35.8019,-0.0497284,230,11352,116962.0
1151,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,30,25593,20016,-41168,1.00001e-06,-36.5246,-0.0160598,230,9625,102429.0
1152,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,31,24907,19838,-40812,1.00001e-06,-36.8563,0.0248547,230,9204,100405.0
1153,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,32,9274,19284,-39704,1.00001e-06,-38.3866,-0.00998451,230,3065,33950.4
1154,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,33,11029,19142,-39420,1.00001e-06,-37.8867,0.00254209,230,3826,42187.9
1155,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,34,8156,19627,-40390,1.00001e-06,-39.2811,0.0302787,230,2633,28637.1
1156,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,35,35157,19704,-40544,1.00001e-06,-35.1789,-0.0575722,230,13371,150386.0
1157,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,36,27212,19645,-40426,1.00001e-06,-36.5357,-0.0156216,230,9835,116404.0
1158,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,37,34123,19887,-40910,1.00001e-06,-35.3158,0.0084734,230,13191,140562.0
1159,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,38,15457,19784,-40704,1.00001e-06,-38.2521,-0.00394408,230,5654,60366.7
1160,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,39,45006,20056,-41248,1.00001e-06,-34.0739,0.0280164,230,17472,193435.0
1161,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,0,48332,25426,-49084,1.00001e-06,-48.4052,0.0319454,230,19080,209063.0
1162,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,1,20248,30604,-59440,1.00001e-06,-53.7365,0.0272341,230,7661,74031.0
1163,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,2,62357,22420,-43072,1.00001e-06,-41.0904,0.000584459,230,25610,264586.0
1164,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,3,24929,31098,-60428,1.00001e-06,-54.8557,0.00181005,230,8945,102910.0
1165,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,4,26588,31585,-61402,1.00001e-06,-54.8648,0.0140865,230,10045,112349.0
1166,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,5,37617,29198,-56628,1.00001e-06,-52.2717,-0.0537763,230,14002,167870.0
1167,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,6,23220,31014,-60260,1.00001e-06,-55.8061,0.00958538,230,8269,97355.8
1168,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,7,46639,27917,-54066,1.00001e-06,-47.8069,0.027197,230,18129,199549.0
1169,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,8,44515,27430,-53092,1.00001e-06,-48.3326,-0.0190204,230,17374,200971.0
1170,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,9,45003,27326,-52884,1.00001e-06,-48.9682,-0.0139088,230,17400,198446.0
1171,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,10,11800,30731,-59694,1.00001e-06,-56.914,0.0240158,230,4098,45141.5
1172,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,11,16317,30309,-58850,1.00001e-06,-55.2973,0.0174389,230,5719,65076.5
1173,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,12,46307,26839,-51910,1.00001e-06,-49.2688,0.0300425,230,17972,202041.0
1174,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,13,51143,30750,-59732,1.00001e-06,-47.0954,0.00496814,230,20336,219888.0
1175,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,14,28638,30692,-59616,1.00001e-06,-52.0718,0.00588454,230,10978,109944.0
1176,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,15,17114,30562,-59356,1.00001e-06,-55.6385,-0.0171446,230,5927,67958.1
1177,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,16,42872,27368,-52968,1.00001e-06,-49.4761,-0.00450671,230,16826,192803.0
1178,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,17,25501,30231,-58694,1.00001e-06,-52.1967,-0.00273868,230,9477,100543.0
1179,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,18,29513,30992,-60216,1.00001e-06,-53.6291,-0.056357,230,11083,121509.0
1180,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,19,16560,31223,-60678,1.00001e-06,-57.0106,-0.0219625,230,5752,64702.9
1181,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,20,18751,30793,-59818,1.00001e-06,-56.3823,-0.0127119,230,6423,77823.1
1182,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,21,20959,30262,-58756,1.00001e-06,-53.3747,0.029649,230,7753,80700.3
1183,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,22,53894,27461,-53154,1.00001e-06,-45.3424,0.00862635,230,21692,231563.0
1184,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,23,31085,30761,-59754,1.00001e-06,-52.1356,0.0566705,230,11790,129626.0
1185,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,24,29527,30924,-60080,1.00001e-06,-51.7142,0.0359861,230,11541,116569.0
1186,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,25,52296,26690,-51612,1.00001e-06,-46.7128,0.0403315,230,20643,220138.0
1187,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,26,46933,30796,-59824,1.00001e-06,-46.3624,-0.00781762,230,18850,188555.0
1188,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,27,59240,25635,-49502,1.00001e-06,-43.2165,-0.0362663,230,24187,253594.0
1189,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,28,52605,28366,-54964,1.00001e-06,-46.5772,-0.0380641,230,20903,222841.0
1190,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,29,11217,30468,-59168,1.00001e-06,-56.8581,-0.0223471,230,3633,41944.5
1191,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,30,18919,30424,-59080,1.00001e-06,-55.3792,0.0307165,230,6509,77975.6
1192,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,31,16884,30833,-59898,1.00001e-06,-55.9406,0.0263276,230,6010,65457.1
1193,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,32,68385,23947,-46126,1.00001e-06,-38.7981,0.0418955,230,28180,273848.0
1194,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,33,14610,30673,-59578,1.00001e-06,-56.4823,0.0252816,230,5161,57205.2
1195,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,34,19069,30624,-59480,1.00001e-06,-55.8753,0.00147032,230,6526,82220.6
1196,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,35,32712,31203,-60638,1.00001e-06,-51.8466,-0.0275369,230,12706,129064.0
1197,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,36,30920,30937,-60106,1.00001e-06,-52.6349,-0.00765226,230,11522,130382.0
1198,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,37,46554,30512,-59256,1.00001e-06,-47.4034,-0.0321153,230,18172,188063.0
1199,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,38,60032,24983,-48198,1.00001e-06,-41.7728,-0.0335156,230,24583,250134.0
1200,250,1.0,1e-06,4.3333333333333324e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,39,49420,27946,-54124,1.00001e-06,-47.3597,-0.0155859,230,19228,208931.0
1201,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,0,33088,19646,-40428,1.00001e-06,-34.603,0.000697232,221,12864,135867.0
1202,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,1,16618,19842,-40820,1.00001e-06,-38.3174,0.0142106,221,5944,68479.0
1203,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,2,59022,14879,-30894,1.00001e-06,-29.2225,-0.00435544,221,24555,259416.0
1204,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,3,14137,19380,-39896,1.00001e-06,-37.5495,-0.0254149,221,5064,52816.8
1205,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,4,44672,19595,-40326,1.00001e-06,-31.9801,0.00775263,221,17764,183864.0
1206,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,5,45305,16234,-33604,1.00001e-06,-33.0891,-0.0346308,221,17903,204510.0
1207,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,6,68457,11841,-24818,1.00001e-06,-25.9508,0.00667836,221,28634,274925.0
1208,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,7,16198,19522,-40180,1.00001e-06,-37.9441,0.00661909,221,5633,67827.3
1209,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,8,18207,19590,-40316,1.00001e-06,-37.0416,-0.0184325,221,6795,70919.8
1210,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,9,20030,19729,-40594,1.00001e-06,-37.6979,0.0330944,221,7200,85737.1
1211,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,10,74219,11380,-23896,1.00001e-06,-23.6702,-0.0277334,221,31316,293878.0
1212,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,11,22968,19604,-40344,1.00001e-06,-36.7316,-0.013052,221,8408,91393.8
1213,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,12,72277,12331,-25798,1.00001e-06,-24.8937,0.0286157,221,30342,293597.0
1214,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,13,21651,19110,-39356,1.00001e-06,-35.8396,-0.0169335,221,7916,86120.4
1215,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,14,16077,19545,-40226,1.00001e-06,-37.5709,0.0086744,221,5628,61762.8
1216,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,15,13666,19820,-40776,1.00001e-06,-38.6462,-0.0146702,221,4550,53999.5
1217,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,16,16930,19538,-40212,1.00001e-06,-37.8391,-0.0332124,221,6006,68769.8
1218,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,17,24407,19917,-40970,1.00001e-06,-37.1178,0.0518347,221,9064,100311.0
1219,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,18,25113,19664,-40464,1.00001e-06,-36.5687,-0.000646632,221,9012,105174.0
1220,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,19,38525,18814,-38764,1.00001e-06,-35.8588,0.000984952,221,14610,175081.0
1221,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,20,27990,20038,-41212,1.00001e-06,-36.3122,-0.00197809,221,10470,111495.0
1222,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,21,14972,19497,-40130,1.00001e-06,-37.912,-0.00547648,221,5198,58520.3
1223,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,22,44352,17349,-35834,1.00001e-06,-33.1844,0.0200863,221,17418,198368.0
1224,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,23,28404,19298,-39732,1.00001e-06,-35.3491,-0.0174515,221,10557,119463.0
1225,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,24,15706,19907,-40950,1.00001e-06,-38.4434,-0.0422888,221,5379,61047.8
1226,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,25,48835,16493,-34122,1.00001e-06,-31.3617,0.045138,221,19399,209377.0
1227,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,26,10361,19942,-41020,1.00001e-06,-39.5393,0.0225538,221,3296,40780.9
1228,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,27,11420,19417,-39970,1.00001e-06,-38.2947,0.011385,221,3983,42817.8
1229,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,28,45129,17050,-35236,1.00001e-06,-32.5616,-0.0278821,221,17622,197463.0
1230,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,29,28877,19964,-41064,1.00001e-06,-35.6297,-0.0648638,221,11077,110879.0
1231,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,30,45938,16765,-34666,1.00001e-06,-32.7203,-0.0267654,221,18022,201181.0
1232,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,31,57242,14861,-30858,1.00001e-06,-29.575,0.0170191,221,23475,243947.0
1233,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,32,17560,19048,-39232,1.00001e-06,-36.5907,0.0145911,221,6343,68709.2
1234,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,33,23946,19755,-40646,1.00001e-06,-36.8565,0.00217904,221,8638,101509.0
1235,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,34,7935,19742,-40620,1.00001e-06,-39.349,0.0013143,221,2456,29374.5
1236,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,35,31722,19691,-40518,1.00001e-06,-35.1111,-0.0281297,221,11850,132831.0
1237,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,36,35629,18202,-37540,1.00001e-06,-34.8322,-0.0206862,221,13415,161475.0
1238,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,37,12726,19802,-40740,1.00001e-06,-38.5905,0.0264791,221,4387,44942.2
1239,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,38,10511,19954,-41044,1.00001e-06,-39.2115,-0.0210796,221,3809,37990.6
1240,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,39,44635,19911,-40958,1.00001e-06,-32.4564,0.0213885,221,17610,184605.0
1241,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,0,23717,30505,-59242,1.00001e-06,-54.1456,0.0245952,221,8609,95728.9
1242,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,1,58191,27969,-54170,1.00001e-06,-42.502,0.0225642,221,23502,237287.0
1243,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,2,62734,19435,-37102,1.00001e-06,-39.121,0.0220158,221,26192,263433.0
1244,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,3,43316,28421,-55074,1.00001e-06,-48.8919,0.00326999,221,16912,190804.0
1245,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,4,17348,31279,-60790,1.00001e-06,-56.4483,0.0262058,221,6188,65673.7
1246,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,5,17841,30732,-59696,1.00001e-06,-55.9924,-0.0740655,221,6037,70412.0
1247,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,6,20503,30897,-60026,1.00001e-06,-55.7236,0.0379523,221,7153,84409.6
1248,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,7,35016,30464,-59160,1.00001e-06,-49.644,-0.0101117,221,13489,137626.0
1249,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,8,72162,17247,-32726,1.00001e-06,-35.2056,-0.0168215,221,30515,288656.0
1250,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,9,61425,23824,-45880,1.00001e-06,-39.862,0.0111441,221,25440,253064.0
1251,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,10,13118,30663,-59558,1.00001e-06,-56.4002,0.0161167,221,4745,49486.2
1252,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,11,32949,30215,-58662,1.00001e-06,-50.3492,0.0195509,221,12456,138084.0
1253,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,12,52942,24244,-46720,1.00001e-06,-45.4001,0.0602039,221,21100,218409.0
1254,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,13,56352,25509,-49250,1.00001e-06,-43.8667,0.0139495,221,23062,238399.0
1255,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,14,74233,18711,-35654,1.00001e-06,-34.3555,0.0267119,221,31322,294665.0
1256,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,15,14505,30971,-60174,1.00001e-06,-56.7277,-0.00768601,221,5066,52820.0
1257,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,16,11074,30126,-58484,1.00001e-06,-56.4197,-0.0384626,221,3623,43684.8
1258,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,17,53095,27855,-53942,1.00001e-06,-44.14,0.00114115,221,21237,223953.0
1259,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,18,13202,30879,-59990,1.00001e-06,-56.8066,-0.0165827,221,4528,48901.9
1260,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,19,34300,30511,-59254,1.00001e-06,-50.4703,-0.0393456,221,13228,140696.0
1261,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,20,17070,31192,-60616,1.00001e-06,-56.4005,-0.0301841,221,6101,63702.9
1262,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,21,19353,29866,-57964,1.00001e-06,-53.7638,0.0215979,221,6867,75642.5
1263,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,22,33233,30264,-58760,1.00001e-06,-49.5045,-0.0159256,221,12887,133039.0
1264,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,23,29226,30450,-59132,1.00001e-06,-52.6945,0.0474903,221,10628,125105.0
1265,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,24,59327,22910,-44052,1.00001e-06,-41.5144,-0.0121351,221,24440,246799.0
1266,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,25,57297,23309,-44850,1.00001e-06,-42.8944,0.00948753,221,23172,233687.0
1267,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,26,44858,28419,-55070,1.00001e-06,-47.4678,-0.0143419,221,17454,192633.0
1268,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,27,68955,27754,-53740,1.00001e-06,-38.3234,0.000184978,221,28511,278774.0
1269,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,28,23173,31256,-60744,1.00001e-06,-54.4775,-0.011053,221,8418,93619.7
1270,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,29,37125,30580,-59392,1.00001e-06,-49.8778,-0.000476526,221,14379,153878.0
1271,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,30,64672,22619,-43470,1.00001e-06,-39.8389,0.0383894,221,26799,262206.0
1272,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,31,48121,27544,-53320,1.00001e-06,-47.3835,0.0262434,221,18727,201893.0
1273,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,32,75838,16948,-32128,1.00001e-06,-31.9442,0.0255766,221,32614,307068.0
1274,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,33,57363,22194,-42620,1.00001e-06,-42.6127,-0.0120975,221,23551,245387.0
1275,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,34,57798,23147,-44526,1.00001e-06,-43.1865,-0.0147694,221,23603,241758.0
1276,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,35,20665,30998,-60228,1.00001e-06,-55.313,-0.0423504,221,7354,81627.5
1277,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,36,31336,30569,-59370,1.00001e-06,-50.8462,0.00223963,221,12151,127114.0
1278,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,37,15154,30584,-59400,1.00001e-06,-55.7755,-0.0127431,221,5229,57788.8
1279,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,38,42785,30538,-59308,1.00001e-06,-46.7246,-0.0272517,221,16849,169718.0
1280,250,1.0,1e-06,4.5e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_3_outer.gset,39,26398,30796,-59824,1.00001e-06,-52.9944,-0.00726915,221,9909,105696.0
1281,250,1.0,1e-06,4.666666666666666e-09,True,quad,partitioning_strengths,True,True,5000,30000,fc_1_inner_2_outer.gset,0,24479,19669,-40474,1.00001e-06,-36.0507,-0.0349976,213,9156,94353.4
