graph,blocks,Type,tpart,concurrent,index,job,iter,scale1,tstop,scale0,flips,updates,neighbor_updates,cut,ene,anneal,u,m,syncs,surprise_flips,gradient_difference_norm,tstep,nodes,edges,BKS,Ratio,GInd,Inverse Ratio,bits,GS,target,factor,TTT,BTT,solved
G039,8,BA,2.102624423214588e-08,False,15979.5,15980.5,19.5,0.8,2e-05,3.0,1696822.65,303312.45,34319.35,2325.3,-4622.6,2.00014e-05,0.0,0.0,,,,2.2e-11,2000.0,11778.0,2408.0,0.965656146179402,39.0,0.034343853820598,1902384.4467118946,0.0,0.98,1.0,inf,inf,False
G039,8,BA,4.911145006735545e-09,False,16939.5,16940.5,19.5,0.8,2e-05,3.0,1143565.45,761487.7,85628.1,2331.8,-4635.6,2.00028e-05,0.0,0.0,,,,2.2e-11,2000.0,11778.0,2408.0,0.9683554817275748,39.0,0.031644518272425246,8144740.166527508,0.0,0.98,1.0,inf,inf,False
G039,4,BA,3.0245198666839334e-08,True,1339.5,1340.5,19.5,0.8,2e-05,3.0,8857367.525,,,1457.925,-2887.85,2e-05,,,661.0,296699.825,10772070.0,2.2e-11,2000.0,11778.0,2408.0,0.6054505813953488,39.0,0.39454941860465115,1322523.9629143444,0.0,0.98,1.0,inf,inf,False
G039,4,BA,2.102624423214588e-08,True,1579.5,1580.5,19.5,0.8,2e-05,3.0,9079705.7,,,1578.975,-3129.95,2e-05,,,950.0,342451.025,13034576.25,2.2e-11,2000.0,11778.0,2408.0,0.6557205149501661,39.0,0.3442794850498339,1902384.4467118946,0.0,0.98,1.0,inf,inf,False
G039,4,BA,2.373522120906291e-09,False,7819.5,7820.5,19.5,0.8,2e-05,3.0,1309448.575,1552490.3,171196.525,2319.2,-4610.4,2.00012e-05,0.0,0.0,,,,2.2e-11,2000.0,11778.0,2408.0,0.9631229235880399,39.0,0.03687707641196013,16852592.039347265,0.0,0.98,1.0,inf,inf,False
G029,8,ER,1.650055480022138e-09,False,17619.5,17620.5,19.5,0.8,2e-05,3.0,274644.525,875395.325,45708.725,3263.025,-6446.05,2.00005e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3405.0,0.9583039647577092,29.0,0.04169603524229075,24241609.13635664,0.0,0.98,1.0,inf,inf,False
G029,8,ER,1.147106683004697e-09,False,17859.5,17860.5,19.5,0.8,2e-05,3.0,148826.375,632590.1,32917.975,3192.65,-6305.3,2.00004e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3405.0,0.9376358296622614,29.0,0.06236417033773861,34870339.95410539,0.0,0.98,1.0,inf,inf,False
G029,8,ER,7.97460302472002e-10,False,18099.5,18100.5,19.5,0.8,2e-05,3.0,64122.9,364502.875,18878.85,3066.925,-6053.85,2.00008e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3405.0,0.9007121879588841,29.0,0.099287812041116,50159236.611535735,0.0,0.98,1.0,inf,inf,False
G029,8,ER,5.543886575161143e-10,False,18339.5,18340.5,19.5,0.8,2e-05,3.0,21263.925,160021.575,8243.475,2831.075,-5582.15,2.00006e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3405.0,0.8314464023494861,29.0,0.16855359765051395,72151548.30045803,0.0,0.98,1.0,inf,inf,False
G029,8,ER,3.8540700098775135e-10,False,18579.5,18580.5,19.5,0.8,2e-05,3.0,4776.975,48500.625,2469.175,2400.425,-4720.85,2.00004e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3405.0,0.704970631424376,29.0,0.2950293685756241,103786386.5925758,0.0,0.98,1.0,inf,inf,False
G029,8,ER,2.6793217068308267e-10,False,18819.5,18820.5,19.5,0.8,2e-05,3.0,962.075,12739.15,637.375,1634.4,-3188.8,2.00003e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3405.0,0.48,29.0,0.52,149291516.19987088,0.0,0.98,1.0,inf,inf,False
G029,8,ER,1.8626451492309566e-10,False,19059.5,19060.5,19.5,0.8,2e-05,3.0,77.25,1307.45,64.2,324.45,-568.9,2.00002e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3405.0,0.0952863436123348,29.0,0.9047136563876652,214748364.8000001,0.0,0.98,1.0,inf,inf,False
G029,4,ER,1.862645149230957e-07,True,99.5,100.5,19.5,0.8,2e-05,3.0,3965675.475,,,822.825,-1565.65,2e-05,,,107.0,53639.575,2762206.0,2.2e-11,2000.0,19990.0,3405.0,0.24165198237885463,29.0,0.7583480176211455,214748.3648,0.0,0.98,1.0,inf,inf,False
G029,4,ER,1.862645149230957e-07,False,4899.5,4900.5,19.5,0.8,2e-05,3.0,2654489.425,116393.825,6063.675,3234.075,-6388.15,2.01176e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3405.0,0.9498017621145374,29.0,0.05019823788546256,214748.3648,0.0,0.98,1.0,inf,inf,False
G029,4,ER,1.2948974895804388e-07,True,339.5,340.5,19.5,0.8,2e-05,3.0,3952605.6,,,847.625,-1615.25,2e-05,,,154.0,76987.225,4003959.25,2.2e-11,2000.0,19990.0,3405.0,0.248935389133627,29.0,0.751064610866373,308904.76135651825,0.0,0.98,1.0,inf,inf,False
G029,4,ER,1.2948974895804388e-07,False,5139.5,5140.5,19.5,0.8,2e-05,3.0,2525503.75,154410.35,8084.65,3266.35,-6452.7,2.00713e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3405.0,0.9592804698972099,29.0,0.040719530102790016,308904.76135651825,0.0,0.98,1.0,inf,inf,False
G029,4,ER,9.002034065447288e-08,True,579.5,580.5,19.5,0.8,2e-05,3.0,3993895.35,,,966.325,-1852.65,2e-05,,,222.0,110185.15,5795179.25,2.2e-11,2000.0,19990.0,3405.0,0.2837958883994126,29.0,0.7162041116005874,444344.01946481084,0.0,0.98,1.0,inf,inf,False
G029,4,ER,9.002034065447288e-08,False,5379.5,5380.5,19.5,0.8,2e-05,3.0,2410259.7,208039.275,10913.8,3289.875,-6499.75,2.00754e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3405.0,0.9661894273127754,29.0,0.03381057268722467,444344.01946481084,0.0,0.98,1.0,inf,inf,False
G029,4,ER,6.258149233243954e-08,True,819.5,820.5,19.5,0.8,2e-05,3.0,4166801.1,,,944.45,-1808.9,2e-05,,,319.0,157647.5,8322157.0,2.2e-11,2000.0,19990.0,3405.0,0.2773715124816446,29.0,0.7226284875183554,639166.6051604482,0.0,0.98,1.0,inf,inf,False
G029,4,ER,4.350620264355322e-08,True,1059.5,1060.5,19.5,0.8,2e-05,3.0,4482527.425,,,965.5,-1851.0,2e-05,,,459.0,226165.95,12012696.75,2.2e-11,2000.0,19990.0,3405.0,0.28355359765051397,29.0,0.7164464023494861,919409.1317902515,0.0,0.98,1.0,inf,inf,False
G029,8,ER,2.102624423214588e-08,True,11139.5,11140.5,19.5,0.8,2e-05,3.0,5319682.5,,,957.175,-1834.35,2e-05,,,950.0,430067.3,26557230.0,2.2e-11,2000.0,19990.0,3405.0,0.28110866372980914,29.0,0.7188913362701909,1902384.4467118946,0.0,0.98,1.0,inf,inf,False
G029,8,ER,3.0245198666839334e-08,False,15699.5,15700.5,19.5,0.8,2e-05,3.0,1099195.35,276331.05,14551.2,3294.3,-6508.6,2.00255e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3405.0,0.967488986784141,29.0,0.03251101321585903,1322523.9629143444,0.0,0.98,1.0,inf,inf,False
G029,8,ER,3.0245198666839334e-08,True,10899.5,10900.5,19.5,0.8,2e-05,3.0,4770594.425,,,981.85,-1883.7,2e-05,,,661.0,321474.65,19400262.5,2.2e-11,2000.0,19990.0,3405.0,0.2883553597650514,29.0,0.7116446402349486,1322523.9629143444,0.0,0.98,1.0,inf,inf,False
G029,8,ER,4.350620264355322e-08,False,15459.5,15460.5,19.5,0.8,2e-05,3.0,1154876.975,202369.825,10637.975,3279.025,-6478.05,2.00174e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3405.0,0.9630029368575623,29.0,0.03699706314243758,919409.1317902515,0.0,0.98,1.0,inf,inf,False
G039,4,BA,1.650055480022138e-09,False,8059.5,8060.5,19.5,0.8,2e-05,3.0,828726.175,1292951.65,141211.325,2275.7,-4523.4,2.00005e-05,0.0,0.0,,,,2.2e-11,2000.0,11778.0,2408.0,0.9450581395348838,39.0,0.05494186046511629,24241609.13635664,0.0,0.98,1.0,inf,inf,False
G039,4,BA,1.147106683004697e-09,False,8299.5,8300.5,19.5,0.8,2e-05,3.0,431804.85,896022.15,96882.85,2216.5,-4405.0,2.00004e-05,0.0,0.0,,,,2.2e-11,2000.0,11778.0,2408.0,0.9204734219269103,39.0,0.07952657807308972,34870339.95410539,0.0,0.98,1.0,inf,inf,False
G039,4,BA,7.97460302472002e-10,False,8539.5,8540.5,19.5,0.8,2e-05,3.0,177460.175,493293.55,52641.825,2097.4,-4166.8,2.00008e-05,0.0,0.0,,,,2.2e-11,2000.0,11778.0,2408.0,0.8710132890365448,39.0,0.12898671096345515,50159236.611535735,0.0,0.98,1.0,inf,inf,False
G039,4,BA,5.543886575161143e-10,False,8779.5,8780.5,19.5,0.8,2e-05,3.0,54735.55,203208.625,21315.7,1907.375,-3786.75,2.00006e-05,0.0,0.0,,,,2.2e-11,2000.0,11778.0,2408.0,0.7920992524916943,39.0,0.20790074750830562,72151548.30045803,0.0,0.98,1.0,inf,inf,False
G039,4,BA,3.8540700098775135e-10,False,9019.5,9020.5,19.5,0.8,2e-05,3.0,10778.85,55207.775,5573.0,1611.725,-3195.45,2.00004e-05,0.0,0.0,,,,2.2e-11,2000.0,11778.0,2408.0,0.6693210132890366,39.0,0.33067898671096346,103786386.5925758,0.0,0.98,1.0,inf,inf,False
G039,4,BA,2.6793217068308267e-10,False,9259.5,9260.5,19.5,0.8,2e-05,3.0,1754.05,12501.05,1139.45,1185.75,-2343.5,2.00003e-05,0.0,0.0,,,,2.2e-11,2000.0,11778.0,2408.0,0.492421096345515,39.0,0.507578903654485,149291516.19987088,0.0,0.98,1.0,inf,inf,False
G039,4,BA,1.8626451492309566e-10,False,9499.5,9500.5,19.5,0.8,2e-05,3.0,123.625,1510.35,101.475,284.5,-541.0,2.00002e-05,0.0,0.0,,,,2.2e-11,2000.0,11778.0,2408.0,0.11814784053156147,39.0,0.8818521594684385,214748364.8000001,0.0,0.98,1.0,inf,inf,False
G029,4,ER,2.102624423214588e-08,True,1539.5,1540.5,19.5,0.8,2e-05,3.0,5455323.625,,,1597.325,-3114.65,2e-05,,,950.0,405024.0,22718605.0,2.2e-11,2000.0,19990.0,3405.0,0.4691116005873715,29.0,0.5308883994126286,1902384.4467118946,0.0,0.98,1.0,inf,inf,False
G041,8,BA,1.862645149230957e-07,False,14619.5,14620.5,19.5,0.8,2e-05,3.0,2137176.15,49305.1,5096.0,2213.4,-4443.8,2.01176e-05,0.0,0.0,,,,2.2e-11,2000.0,11785.0,2405.0,0.9203326403326404,41.0,0.07966735966735965,214748.3648,0.0,0.98,1.0,inf,inf,False
G029,8,ER,1.2948974895804388e-07,True,9939.5,9940.5,19.5,0.8,2e-05,3.0,3901898.425,,,520.1,-960.2,2e-05,,,154.0,75528.525,4441634.5,2.2e-11,2000.0,19990.0,3405.0,0.1527459618208517,29.0,0.8472540381791482,308904.76135651825,0.0,0.98,1.0,inf,inf,False
G029,8,ER,1.2948974895804388e-07,False,14739.5,14740.5,19.5,0.8,2e-05,3.0,1374556.65,88114.45,4584.9,3179.85,-6279.7,2.00713e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3405.0,0.9338766519823789,29.0,0.06612334801762114,308904.76135651825,0.0,0.98,1.0,inf,inf,False
G029,8,ER,9.002034065447288e-08,True,10179.5,10180.5,19.5,0.8,2e-05,3.0,3952846.375,,,568.575,-1057.15,2e-05,,,222.0,110048.375,6486375.75,2.2e-11,2000.0,19990.0,3405.0,0.16698237885462555,29.0,0.8330176211453745,444344.01946481084,0.0,0.98,1.0,inf,inf,False
G029,8,ER,9.002034065447288e-08,False,14979.5,14980.5,19.5,0.8,2e-05,3.0,1281559.275,113812.425,5936.825,3225.275,-6370.55,2.00754e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3405.0,0.9472173274596182,29.0,0.052782672540381784,444344.01946481084,0.0,0.98,1.0,inf,inf,False
G029,8,ER,6.258149233243954e-08,True,10419.5,10420.5,19.5,0.8,2e-05,3.0,4086033.6,,,441.325,-802.65,2e-05,,,319.0,159880.475,9494981.5,2.2e-11,2000.0,19990.0,3405.0,0.12961086637298092,29.0,0.8703891336270191,639166.6051604482,0.0,0.98,1.0,inf,inf,False
G029,8,ER,6.258149233243954e-08,False,15219.5,15220.5,19.5,0.8,2e-05,3.0,1210160.15,150472.625,7885.65,3258.425,-6436.85,2.00288e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3405.0,0.9569530102790015,29.0,0.04304698972099853,639166.6051604482,0.0,0.98,1.0,inf,inf,False
G029,8,ER,4.350620264355322e-08,True,10659.5,10660.5,19.5,0.8,2e-05,3.0,4352418.325,,,475.675,-871.35,2e-05,,,459.0,228954.275,13670455.0,2.2e-11,2000.0,19990.0,3405.0,0.13969897209985316,29.0,0.8603010279001468,919409.1317902515,0.0,0.98,1.0,inf,inf,False
G029,8,ER,1.862645149230957e-07,False,14499.5,14500.5,19.5,0.8,2e-05,3.0,1480609.8,69304.65,3590.65,3146.9,-6213.8,2.01176e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3405.0,0.9241997063142439,29.0,0.07580029368575623,214748.3648,0.0,0.98,1.0,inf,inf,False
G041,8,BA,1.862645149230957e-07,True,9819.5,9820.5,19.5,0.8,2e-05,3.0,7558768.0,,,288.95,-594.9,2e-05,,,107.0,54242.525,2155916.75,2.2e-11,2000.0,11785.0,2405.0,0.12014553014553016,41.0,0.8798544698544699,214748.3648,0.0,0.98,1.0,inf,inf,False
