,graph,size,snap,tstop,density,nodes,index,job,stepsize,tpart,scale0,scale1,randomize_mapping,iter,size.1,tstop.1,stepsize.1,tpart.1,scale0.1,scale1.1,iter.1,flips,updates,neighbor_updates,cut,ene,anneal,u,m,tstep,edges,BKS,Ratio,problem_memory,memory_area,im_area,brim_power,brim_ene_baseline,remaining_area,max_memory_nodes,sweeps,updates_per_step,steps,loads,latency,step_ops,uops,ops,Time,Time_PL1,Time_PL2,Time_Pipelined,brim_ene_running,load_energy,energy,energy_pipelined,bytes,GS,target,factor,ATT,TPTT,TTT,FTT,OTT,ETT,EPTT,BETT,RETT,SOTT,UOTT,BTT,STT,solved,BTT_SA,OTT_SA,AOTT,TTT_SA,ETT_SA,Time (PL),Energy,Energy (PL)
948,G038,1250,True,0.0001,0.005892446223111556,2000,6344.5,6345.5,50.0,1.0000000000000001e-07,2.0,0.5,0.0,14.5,1250.0,0.0001,50.0,1.0000000000000001e-07,2.0,0.5,14.5,17335572.2,8019.633333333333,81848.56666666667,7634.2,-3489.4,0.0001,0.0,0.0,2.1999999999999998e-11,11779.0,7688.0,0.9930020811654526,17669.0,0.05892446223111556,79.0,1.0906166874999998,0.00010906166874999999,121.0,7000.0,25.000000000000004,8.019633333333333,1000.0000000000001,162500000.00000003,0.00021400000000000002,125000000.00000003,16039266.666666666,141039266.6666667,393.1178998371252,0.00026116666666666665,0.000170833333333155,0.00043199999999982163,0.0007608848149951267,0.0040820000000000006,0.0050528819037417945,0.004683178408999752,174729450.00000003,1.0,0.988,1.0,0.0001,0.00043199999999982163,0.0006976647466666667,17335572.2,141039266.6666667,0.0050528819037417945,0.004683178408999752,0.00010906166874999999,0.0007608848149951267,125000000.00000003,16039266.666666666,174729450.00000003,25.000000000000004,1,1055432198.7,9035674967.5,8797674967.5,0.2742645,9.5992575,634.87152777804,1899.7589262657202,2049.731328098226
949,G038,1500,True,0.0001,0.005892446223111556,2000,8264.5,8265.5,50.0,1.0000000000000001e-07,2.0,0.5,0.0,14.5,1500.0,0.0001,50.0,1.0000000000000001e-07,2.0,0.5,14.5,21162031.266666666,8394.766666666666,86783.83333333333,7641.333333333333,-3503.6666666666665,0.0001,0.0,0.0,2.1999999999999998e-11,11779.0,7688.0,0.9939299340964273,17669.0,0.05892446223111556,113.0,1.37124003,0.000137124003,87.0,5900.0,25.000000000000004,8.394766666666666,1000.0000000000001,175000000.00000003,0.00021400000000000002,150000000.00000003,16789533.333333332,166789533.33333337,382.59160649010937,0.000282,0.00019166666666648832,0.00047366666666648837,0.0009829867012977908,0.004396000000000001,0.005594761467653347,0.0051880843608763695,183594766.6666667,1.0,0.988,1.0,0.0001,0.00047366666666648837,0.0007168596888888889,21162031.266666666,166789533.33333337,0.005594761467653347,0.0051880843608763695,0.000137124003,0.0009829867012977908,150000000.00000003,16789533.333333332,183594766.6666667,25.000000000000004,1,1055432198.7,9035674967.5,8797674967.5,0.2742645,9.5992575,579.024278677206,1715.7581347299672,1850.2508502730855
950,G038,750,True,0.0001,0.005892446223111556,2000,2504.5,2505.5,50.0,1.0000000000000001e-07,2.0,0.5,0.0,14.5,750.0,0.0001,50.0,1.0000000000000001e-07,2.0,0.5,14.5,10113097.833333334,6564.4,64189.3,7596.833333333333,-3414.6666666666665,0.0001,0.0,0.0,2.1999999999999998e-11,11779.0,7688.0,0.9881416926812349,17669.0,0.05892446223111556,29.0,0.5918700075000001,5.918700075000001e-05,171.0,8300.0,25.000000000000004,6.5644,1000.0000000000001,137500000.00000003,0.00021400000000000002,75000000.00000001,13128800.0,88128800.00000001,75.38297825589513,0.0002195,0.00012916666666648835,0.00034866666666648837,0.0003910317837630381,0.003454000000000001,0.004043893975496373,0.003765314009281508,154111000.00000003,0.5666666666666667,0.988,5.506942979494916,0.0005506942979494916,0.0019200874521829122,0.0036382815636307377,55692253.11422025,485320276.45131165,0.022269493538181535,0.020735369549006656,0.0003259394382575729,0.0021533897363532365,413020723.46211874,72299552.98919286,848680489.5129411,137.67357448737292,1,1055432198.7,9035674967.5,8797674967.5,0.2742645,9.5992575,142.8395876907553,431.0496547010314,462.9412307946959
951,G038,500,True,0.001,0.005892446223111556,2000,1544.5,1545.5,50.0,1.0000000000000001e-07,2.0,0.5,0.0,14.5,500.0,0.001,50.0,1.0000000000000001e-07,2.0,0.5,14.5,64161841.5,52194.933333333334,476043.23333333334,7632.9,-3486.8,0.001,0.0,0.0,2.1999999999999998e-11,11779.0,7688.0,0.9928329864724245,17669.0,0.05892446223111556,13.0,0.37374667,0.00037374667000000003,187.0,8600.0,250.00000000000003,5.219493333333332,10000.000000000002,1250000000.0000002,0.0021400000000000004,500000000.0000001,104389866.66666667,604389866.6666667,42.639875443317244,0.001986666666666667,0.0010833333333315502,0.0030699999999982174,0.0024039808397301548,0.031400000000000004,0.035740046872796825,0.033471472276898805,1408584800.0000002,1.0,0.988,1.0,0.001,0.0030699999999982174,0.0064321130666666676,64161841.5,604389866.6666667,0.035740046872796825,0.033471472276898805,0.00037374667000000003,0.0024039808397301548,500000000.0000001,104389866.66666667,1408584800.0000002,250.00000000000003,1,1055432198.7,9035674967.5,8797674967.5,0.2742645,9.5992575,89.33697068409097,268.58547595544366,286.78922219460225
952,G030,2000,False,1e-05,0.01,2000,12494.5,12495.5,0.0,1.0000000000000001e-07,2.0,0.5,0.0,14.5,2000.0,1e-05,0.0,1.0000000000000001e-07,2.0,0.5,14.5,3100656.2,,,3371.8,-6643.6,1e-05,,,2.1999999999999998e-11,19990.0,3412.0,0.9882180539273154,29985.0,0.1,200.0,1.99498672,1.9949867200000003e-05,0.0,0.0,0.0,,,,,0.0,,,17433.867769623103,,,1e-05,1.9949867200000003e-05,,1.9949867200000003e-05,1.9949867200000003e-05,,0.5333333333333333,0.988,6.04241985921076,6.0424198592107605e-05,6.0424198592107605e-05,6.0424198592107605e-05,18735466.59946497,,0.00012054547375789738,0.00012054547375789738,0.00012054547375789738,0.00012054547375789738,0.0,,,0.0,1,1137074069.0606096,10389063755.576683,9492568633.210224,1.0534274883402504,36.86996209190876,17433.867769623103,305859.3652878093,305859.3652878093
953,G030,1750,True,0.0001,0.01,2000,10094.5,10095.5,50.0,1.0000000000000001e-07,2.0,0.5,0.0,14.5,1750.0,0.0001,50.0,1.0000000000000001e-07,2.0,0.5,14.5,10645374.266666668,4093.733333333333,79740.46666666666,3385.0,-6670.0,0.0001,0.0,0.0,2.1999999999999998e-11,19990.0,3412.0,0.9920867526377491,29985.0,0.1,154.0,1.6726967074999999,0.00016726967075000003,46.0,4300.0,25.000000000000004,4.093733333333333,1000.0000000000001,187500000.00000003,0.00021400000000000002,175000000.00000003,8187466.666666667,183187466.6666667,720.3626835811525,0.0003028333333333333,0.0002124999999998217,0.000515333333333155,0.0012230399571622357,0.004710000000000001,0.006153124701428902,0.005727111703264649,189746866.6666667,0.9,0.988,2.0,0.0002,0.00103066666666631,0.001462357104761905,21290748.533333335,366374933.3333334,0.012306249402857804,0.011454223406529298,0.00033453934150000006,0.0024460799143244715,350000000.00000006,16374933.333333334,379493733.3333334,50.00000000000001,1,1137074069.0606096,10389063755.576683,9492568633.210224,1.0534274883402504,36.86996209190876,1022.0835915335849,2996.035663257944,3218.8967146294376
954,G030,1500,True,0.0001,0.01,2000,8174.5,8175.5,50.0,1.0000000000000001e-07,2.0,0.5,0.0,14.5,1500.0,0.0001,50.0,1.0000000000000001e-07,2.0,0.5,14.5,9114031.566666666,3941.9333333333334,76613.3,3367.4,-6634.8,0.0001,0.0,0.0,2.1999999999999998e-11,19990.0,3412.0,0.9869284876905041,29985.0,0.1,113.0,1.37124003,0.000137124003,87.0,5900.0,25.000000000000004,3.9419333333333326,1000.0000000000001,175000000.00000003,0.00021400000000000002,150000000.00000003,7883866.666666667,157883866.6666667,182.75648057704038,0.000282,0.00019166666666648832,0.00047366666666648837,0.0009748454968796775,0.004396000000000001,0.005584833192790789,0.0051880843608763695,179141933.33333337,0.43333333333333335,0.988,8.107921844773928,0.0008107921844773928,0.003840452313806472,0.005764104698307437,73895855.63333581,1280110051.484041,0.045281391043246966,0.0420645825220795,0.0011117906993665459,0.007903971099430232,1216188276.7160895,63921774.76795168,1452468794.5883684,202.69804611934825,1,1137074069.0606096,10389063755.576683,9492568633.210224,1.0534274883402504,36.86996209190876,274.29776554005525,814.240933029096,876.5084515591208
955,G030,1250,True,0.001,0.01,2000,7214.172413793103,7215.172413793103,50.0,1e-07,2.0,0.5,0.0,14.172413793103448,1250.0,0.001,50.0,1e-07,2.0,0.5,14.172413793103448,72351500.1724138,28662.172413793105,549108.0344827586,3387.8275862068967,-6675.6551724137935,0.001,0.0,0.0,2.2e-11,19990.0,3412.0,0.9929154707523143,29985.0,0.1,79.0,1.0906166874999998,0.0010906166874999998,121.0,7000.0,250.00000000000003,2.8662172413793097,10000.000000000002,1625000000.0000005,0.0021400000000000004,1250000000.0000002,57324344.827586204,1307324344.8275864,65.72950093424433,0.0026116666666666667,0.0017083333333315505,0.004319999999998217,0.007518921724551009,0.04082000000000001,0.05041407376011884,0.046831784089997525,1669993258.62069,0.8620689655172413,0.988,2.3246677291071918,0.002324667729107192,0.010042564589738923,0.01602670754177941,168193197.60330376,3039094715.8968925,0.11719597036297792,0.10886833717053286,0.0025353214182570324,0.017478994690746725,2905834661.3839903,133260054.51290241,3882179436.142079,581.166932276798,1,1137074069.0606096,10389063755.576683,9492568633.210224,1.0534274883402504,36.86996209190876,104.89626219746687,314.6009370263804,338.6656125201503
956,G030,1000,True,0.001,0.01,2000,5294.5,5295.5,50.0,1.0000000000000001e-07,2.0,0.5,0.0,14.5,1000.0,0.001,50.0,1.0000000000000001e-07,2.0,0.5,14.5,56563382.93333333,25179.866666666665,480012.3,3382.1666666666665,-6664.333333333333,0.001,0.0,0.0,2.1999999999999998e-11,19990.0,3412.0,0.9912563501367723,29985.0,0.1,50.0,0.8308266799999999,0.00083082668,150.0,7700.0,250.00000000000003,2.517986666666666,10000.000000000002,1500000000.0000005,0.0021400000000000004,1000000000.0000002,50359733.333333336,1050359733.3333336,61.261722083220135,0.002403333333333334,0.001499999999998217,0.003903333333331551,0.005558529365251019,0.03768000000000001,0.045252327644984366,0.04209789680759799,1552359733.3333337,0.8333333333333334,0.988,2.5701944178769374,0.0025701944178769375,0.010032325544441731,0.017195525240201973,145378891.07148895,2699628723.3760424,0.11630727990907704,0.1081997793792477,0.0021353860951592286,0.014286501146173206,2570194417.876938,129434305.49910447,3989866321.150265,642.5486044692344,1,1137074069.0606096,10389063755.576683,9492568633.210224,1.0534274883402504,36.86996209190876,105.00331988567567,317.0047663459396,340.7582002794756
957,G030,750,True,0.001,0.01,2000,3374.5,3375.5,50.0,1.0000000000000001e-07,2.0,0.5,0.0,14.5,750.0,0.001,50.0,1.0000000000000001e-07,2.0,0.5,14.5,41623402.36666667,21616.6,410548.0,3369.4,-6638.8,0.001,0.0,0.0,2.1999999999999998e-11,19990.0,3412.0,0.987514654161782,29985.0,0.1,29.0,0.5918700075000001,0.0005918700075000001,171.0,8300.0,250.00000000000003,2.1616599999999995,10000.000000000002,1375000000.0000002,0.0021400000000000004,750000000.0000001,43233200.0,793233200.0000001,20.02149528851218,0.0021950000000000003,0.0012916666666648836,0.003486666666664884,0.003840828510781833,0.03454000000000001,0.04033411110171518,0.037653140092815084,1431041500.0000002,0.43333333333333335,0.988,8.107921844773928,0.008107921844773928,0.02826962083209731,0.052614825873903634,337479293.3025115,6431472790.279927,0.3270258204911351,0.3052887170828684,0.004798835763075759,0.03114113738459854,6080941383.580447,350531406.6994802,11602772638.628052,2026.9804611934824,1,1137074069.0606096,10389063755.576683,9492568633.210224,1.0534274883402504,36.86996209190876,37.26358746008328,112.74327524516744,120.77079835839683
958,G030,500,True,0.001,0.01,2000,1454.5,1455.5,50.0,1.0000000000000001e-07,2.0,0.5,0.0,14.5,500.0,0.001,50.0,1.0000000000000001e-07,2.0,0.5,14.5,27212460.033333335,19097.366666666665,360488.8,3348.3333333333335,-6596.666666666667,0.001,0.0,0.0,2.1999999999999998e-11,19990.0,3412.0,0.9813403673309886,29985.0,0.1,13.0,0.37374667,0.00037374667000000003,187.0,8600.0,250.00000000000003,1.9097366666666664,10000.000000000002,1250000000.0000002,0.0021400000000000004,500000000.0000001,38194733.333333336,538194733.3333335,5.196126511474385,0.001986666666666667,0.0010833333333315502,0.0030699999999982174,0.0023545004184230764,0.031400000000000004,0.03565071698122308,0.033471472276898805,1309292100.0000002,0.13333333333333333,0.988,32.18129305758455,0.03218129305758455,0.09879656968672719,0.20273322560834714,875732151.150507,17319802435.44857,1.1472861708857458,1.0771552584116972,0.012027651116566344,0.07577086796947846,16090646528.792278,1229155906.6562932,42134712768.0803,8045.323264396137,1,1137074069.0606096,10389063755.576683,9492568633.210224,1.0534274883402504,36.86996209190876,10.662591744638002,32.136674377800475,34.22901369508681
959,G028,2000,False,1e-05,0.01,2000,12764.5,12765.5,0.0,1.0000000000000001e-07,2.0,0.5,0.0,14.5,2000.0,1e-05,0.0,1.0000000000000001e-07,2.0,0.5,14.5,3103573.9,,,3256.5333333333333,-6617.066666666667,1e-05,,,2.1999999999999998e-11,19990.0,3298.0,0.9874267232666263,29985.0,0.1,200.0,1.99498672,1.9949867200000003e-05,0.0,0.0,0.0,,,,,0.0,,,15926.115659951214,,,1e-05,1.9949867200000003e-05,,1.9949867200000003e-05,1.9949867200000003e-05,,0.4666666666666667,0.988,7.325973190092167,7.325973190092168e-05,7.325973190092168e-05,7.325973190092168e-05,22736699.18486979,,0.0001461521922530991,0.0001461521922530991,0.0001461521922530991,0.0001461521922530991,0.0,,,0.0,1,1279141782.4355605,11675990641.568085,10678340683.006336,1.1667429634710962,40.83600372148837,15926.115659951214,279407.3978087896,279407.3978087896
960,G028,1750,True,0.0001,0.01,2000,10364.5,10365.5,50.0,1.0000000000000001e-07,2.0,0.5,0.0,14.5,1750.0,0.0001,50.0,1.0000000000000001e-07,2.0,0.5,14.5,10664398.333333334,4076.733333333333,79505.06666666667,3277.0666666666666,-6658.133333333333,0.0001,0.0,0.0,2.1999999999999998e-11,19990.0,3298.0,0.9936527188194866,29985.0,0.1,154.0,1.6726967074999999,0.00016726967075000003,46.0,4300.0,25.000000000000004,4.076733333333332,1000.0000000000001,187500000.00000003,0.00021400000000000002,175000000.00000003,8153466.666666667,183153466.6666667,797.8721221394807,0.0003028333333333333,0.0002124999999998217,0.000515333333333155,0.0012230074590547754,0.004710000000000001,0.006153086355321443,0.005727111703264649,189738366.6666667,0.9,0.988,2.0,0.0002,0.00103066666666631,0.0014623182476190477,21328796.666666668,366306933.3333334,0.012306172710642885,0.011454223406529298,0.00033453934150000006,0.002446014918109551,350000000.00000006,16306933.333333334,379476733.3333334,50.00000000000001,1,1279141782.4355605,11675990641.568085,10678340683.006336,1.1667429634710962,40.83600372148837,1132.0274548559184,3318.3350081030235,3565.14817916075
961,G028,1500,True,0.0001,0.01,2000,8444.5,8445.5,50.0,1.0000000000000001e-07,2.0,0.5,0.0,14.5,1500.0,0.0001,50.0,1.0000000000000001e-07,2.0,0.5,14.5,9132905.466666667,3952.9,77055.83333333333,3255.866666666667,-6615.733333333334,0.0001,0.0,0.0,2.1999999999999998e-11,19990.0,3298.0,0.9872245805538711,29985.0,0.1,113.0,1.37124003,0.000137124003,87.0,5900.0,25.000000000000004,3.9528999999999996,1000.0000000000001,175000000.00000003,0.00021400000000000002,150000000.00000003,7905800.0,157905800.00000003,247.015228092358,0.000282,0.00019166666666648832,0.00047366666666648837,0.000974865547456116,0.004396000000000001,0.005584857644656117,0.0051880843608763695,179152900.00000003,0.5,0.988,6.643856189774724,0.0006643856189774724,0.00314697321522211,0.004723364516761111,60677710.51534075,1049103426.7313299,0.03710499103145923,0.03446888639408191,0.000911032156098238,0.006476866501664442,996578428.4662088,52524998.26512101,1190266103.5810924,166.09640474436813,1,1279141782.4355605,11675990641.568085,10678340683.006336,1.1667429634710962,40.83600372148837,370.75084014934924,1100.5528524953913,1184.7207146355518
962,G028,1250,True,0.001,0.01,2000,7483.740740740741,7484.740740740741,50.0,1e-07,2.0,0.5,0.0,13.74074074074074,1250.0,0.001,50.0,1e-07,2.0,0.5,13.74074074074074,72562872.62962963,28716.296296296296,551624.4814814815,3277.4814814814813,-6658.962962962963,0.001,0.0,0.0,2.2e-11,19990.0,3298.0,0.9937784965074231,29985.0,0.1,79.0,1.0906166874999998,0.0010906166874999998,121.0,7000.0,250.00000000000003,2.8716296296296293,10000.000000000002,1625000000.0000005,0.0021400000000000004,1250000000.0000002,57432592.59259259,1307432592.592593,121.11734245972595,0.0026116666666666667,0.0017083333333315503,0.004319999999998217,0.007519016170006131,0.040820000000000016,0.050414194271635765,0.046831784089997525,1670074444.444445,0.9629629629629629,0.988,1.397268849526257,0.0013972688495262572,0.006036201429950939,0.009633161855900716,101389841.55752292,1826834834.484984,0.07044218322972172,0.06543659307669292,0.0015238847242172622,0.01050608707343379,1746586061.9078217,80248772.57716209,2333542997.6120925,349.31721238156433,1,1279141782.4355605,11675990641.568085,10678340683.006336,1.1667429634710962,40.83600372148837,193.29092592600563,579.7095128116132,624.0545511534777
963,G028,1000,True,0.001,0.01,2000,5564.310344827586,5565.310344827586,50.0,1e-07,2.0,0.5,0.0,14.310344827586206,1000.0,0.001,50.0,1e-07,2.0,0.5,14.310344827586206,56692577.5862069,25379.241379310344,485328.8275862069,3275.793103448276,-6655.586206896552,0.001,0.0,0.0,2.2e-11,19990.0,3298.0,0.9932665565337404,29985.0,0.1,50.0,0.8308266799999999,0.0008308266799999999,150.0,7700.0,250.00000000000003,2.537924137931034,10000.000000000002,1500000000.0000005,0.0021400000000000004,1000000000.0000002,50758482.75862069,1050758482.758621,101.26041375577068,0.002403333333333334,0.0014999999999982167,0.003903333333331551,0.005558860656912183,0.03768000000000001,0.04525277896022254,0.04209789680759799,1552758482.7586212,0.9310344827586207,0.988,1.722107029082198,0.001722107029082198,0.0067219577701811105,0.011522202213049965,97630686.35799477,1809518569.0263667,0.07793012873290224,0.07249708400194152,0.0014307724655770258,0.009572953010956956,1722107029.0821984,87411539.94416824,2674016297.6256304,430.5267572705496,1,1279141782.4355605,11675990641.568085,10678340683.006336,1.1667429634710962,40.83600372148837,173.5718972598753,524.0079079228742,563.2778791543499
964,G028,750,True,0.001,0.01,2000,3644.5,3645.5,50.0,1.0000000000000001e-07,2.0,0.5,0.0,14.5,750.0,0.001,50.0,1.0000000000000001e-07,2.0,0.5,14.5,41560871.7,21571.6,410831.4,3258.8333333333335,-6621.666666666667,0.001,0.0,0.0,2.1999999999999998e-11,19990.0,3298.0,0.9881241156256316,29985.0,0.1,29.0,0.5918700075000001,0.0005918700075000001,171.0,8300.0,250.00000000000003,2.1571599999999993,10000.000000000002,1375000000.0000002,0.0021400000000000004,750000000.0000001,43143200.0,793143200.0000001,27.06228194261726,0.0021950000000000003,0.0012916666666648836,0.003486666666664884,0.003840757486380933,0.03454000000000001,0.04033400395731427,0.037653140092815084,1430929000.0000002,0.5,0.988,6.643856189774724,0.006643856189774725,0.023164911915002695,0.04311325134905669,276124454.6964782,5269529358.697733,0.2679733218502006,0.2501620478701043,0.003932299212870888,0.025517440399315573,4982892142.331044,286637216.3666889,9506886493.778158,1660.9640474436812,1,1279141782.4355605,11675990641.568085,10678340683.006336,1.1667429634710962,40.83600372148837,50.3668206359748,152.38831776066144,163.23820527201755
965,G028,500,True,0.001,0.01,2000,1724.5,1725.5,50.0,1.0000000000000001e-07,2.0,0.5,0.0,14.5,500.0,0.001,50.0,1.0000000000000001e-07,2.0,0.5,14.5,27290166.833333332,19136.5,361481.9666666667,3238.3333333333335,-6580.666666666667,0.001,0.0,0.0,2.1999999999999998e-11,19990.0,3298.0,0.9819082272084091,29985.0,0.1,13.0,0.37374667,0.00037374667000000003,187.0,8600.0,250.00000000000003,1.9136499999999996,10000.000000000002,1250000000.0000002,0.0021400000000000004,500000000.0000001,38273000.0,538273000.0000001,7.332216759781836,0.001986666666666667,0.0010833333333315502,0.0030699999999982174,0.0023545589222351538,0.031400000000000004,0.03565082260156849,0.033471472276898805,1309409500.0000002,0.16666666666666666,0.988,25.258506273026676,0.025258506273026678,0.07754361425814686,0.15912554166031115,689308850.1516945,13595971947.100891,0.9004865263202788,0.8454393924734869,0.00944028260871783,0.05947264130748756,12629253136.51334,966718810.5875499,33073728069.710728,6314.62656825667,1,1279141782.4355605,11675990641.568085,10678340683.006336,1.1667429634710962,40.83600372148837,15.046280401464731,45.34882258411949,48.30151526535238
966,G027,2000,False,1e-05,0.01,2000,12524.5,12525.5,0.0,1.0000000000000001e-07,2.0,0.5,0.0,14.5,2000.0,1e-05,0.0,1.0000000000000001e-07,2.0,0.5,14.5,3103266.9,,,3291.133333333333,-6624.266666666666,1e-05,,,2.1999999999999998e-11,19990.0,3341.0,0.9850743290432007,29985.0,0.1,200.0,1.99498672,1.9949867200000003e-05,0.0,0.0,0.0,,,,,0.0,,,11969.920389271514,,,1e-05,1.9949867200000003e-05,,1.9949867200000003e-05,1.9949867200000003e-05,,0.3,0.988,12.911392471625765,0.00012911392471625768,0.00012911392471625768,0.00012911392471625768,40067496.89010543,,0.00025758056517601383,0.00025758056517601383,0.00025758056517601383,0.00025758056517601383,0.0,,,0.0,1,1679903024.4666667,15348462278.333334,14024230278.333334,1.5454834,54.091919,11969.920389271514,210000.0012152978,210000.0012152978
967,G027,1750,True,0.0001,0.01,2000,10124.5,10125.5,50.0,1.0000000000000001e-07,2.0,0.5,0.0,14.5,1750.0,0.0001,50.0,1.0000000000000001e-07,2.0,0.5,14.5,10687464.366666667,4153.366666666667,80838.06666666667,3314.133333333333,-6670.266666666666,0.0001,0.0,0.0,2.1999999999999998e-11,19990.0,3341.0,0.991958495460441,29985.0,0.1,154.0,1.6726967074999999,0.00016726967075000003,46.0,4300.0,25.000000000000004,4.153366666666666,1000.0000000000001,187500000.00000003,0.00021400000000000002,175000000.00000003,8306733.333333333,183306733.33333337,1560.9413102926155,0.0003028333333333333,0.0002124999999998217,0.000515333333333155,0.001223153955425463,0.004710000000000001,0.006153259213558796,0.005727111703264649,189776683.33333337,0.9666666666666667,0.988,1.3539849850576908,0.0001353984985057691,0.0006977535956328219,0.0009900970586205335,14470666.28080577,248194564.5933075,0.008331420584326505,0.007754423253968512,0.00022648062265104367,0.001656132090060001,236947372.38509592,11247192.208211556,256954779.7473815,33.84962462644228,1,1679903024.4666667,15348462278.333334,14024230278.333334,1.5454834,54.091919,2214.9415061033637,6492.520507458295,6975.621168514004
968,G027,1500,True,0.001,0.01,2000,9165.296296296296,9166.296296296296,50.0,1e-07,2.0,0.5,0.0,15.296296296296296,1500.0,0.001,50.0,1e-07,2.0,0.5,15.296296296296296,88679055.77777778,31688.185185185186,609215.8148148148,3326.5925925925926,-6695.185185185185,0.001,0.0,0.0,2.2e-11,19990.0,3341.0,0.9956876960768012,29985.0,0.1,113.0,1.37124003,0.00137124003,87.0,5900.0,250.00000000000003,3.168818518518518,10000.000000000002,1750000000.0000005,0.0021400000000000004,1500000000.0000002,63376370.37037037,1563376370.3703706,217.70690848706047,0.0028200000000000005,0.0019166666666648835,0.0047366666666648835,0.009734319955705308,0.04396000000000001,0.05583109414735964,0.051880843608763695,1783688185.1851857,1.0,0.988,1.0,0.001,0.0047366666666648835,0.007098917580246915,88679055.77777778,1563376370.3703706,0.05583109414735964,0.051880843608763695,0.00137124003,0.009734319955705308,1500000000.0000002,63376370.37037037,1783688185.1851857,250.00000000000003,1,1679903024.4666667,15348462278.333334,14024230278.333334,1.5454834,54.091919,326.2808022520581,968.8493450841337,1042.6183392064736
969,G027,1250,True,0.001,0.01,2000,7244.689655172414,7245.689655172414,50.0,1e-07,2.0,0.5,0.0,14.689655172413794,1250.0,0.001,50.0,1e-07,2.0,0.5,14.689655172413794,72577722.7586207,28613.03448275862,546741.9655172414,3316.448275862069,-6674.896551724138,0.001,0.0,0.0,2.2e-11,19990.0,3341.0,0.9926513845741003,29985.0,0.1,79.0,1.0906166874999998,0.0010906166874999998,121.0,7000.0,250.00000000000003,2.8613034482758617,10000.000000000002,1625000000.0000005,0.0021400000000000004,1250000000.0000002,57226068.96551724,1307226068.9655175,130.174444436809,0.0026116666666666667,0.0017083333333315505,0.004319999999998217,0.007518835979514889,0.04082000000000001,0.05041396435025512,0.046831784089997525,1669919551.7241385,0.9310344827586207,0.988,1.722107029082198,0.001722107029082198,0.007439502365632024,0.011872402503321063,124986606.51739971,2251183201.965008,0.08681824237147369,0.08064934456584459,0.0018781586635780926,0.012948240290838724,2152633786.352748,98549415.61225986,2875780198.0259323,430.5267572705496,1,1679903024.4666667,15348462278.333334,14024230278.333334,1.5454834,54.091919,207.74015841968256,623.0478471166707,670.7050043765414
970,G027,1000,True,0.001,0.01,2000,5324.5,5325.5,50.0,1.0000000000000001e-07,2.0,0.5,0.0,14.5,1000.0,0.001,50.0,1.0000000000000001e-07,2.0,0.5,14.5,56685831.1,25314.6,481839.5333333333,3310.366666666667,-6662.733333333334,0.001,0.0,0.0,2.1999999999999998e-11,19990.0,3341.0,0.9908310884964582,29985.0,0.1,50.0,0.8308266799999999,0.00083082668,150.0,7700.0,250.00000000000003,2.5314599999999996,10000.000000000002,1500000000.0000005,0.0021400000000000004,1000000000.0000002,50629200.0,1050629200.0000002,66.29838306942379,0.002403333333333334,0.001499999999998217,0.003903333333331551,0.005558753245347057,0.03768000000000001,0.04525263263454707,0.04209789680759799,1552629200.0000005,0.7333333333333333,0.988,3.4841307650660296,0.00348413076506603,0.013599723752968192,0.023311027033369125,197500848.07884675,3660529518.3967113,0.15766608956225645,0.14667457741192716,0.0028947087962256693,0.019367423197524318,3484130765.0660305,176398753.33068103,5409563162.459859,871.0326912665075,1,1679903024.4666667,15348462278.333334,14024230278.333334,1.5454834,54.091919,113.64079359793556,343.07896612505965,368.7886473201551
971,G027,500,True,0.005,0.01,2000,14.5,15.5,50.0,1.0000000000000001e-07,2.0,0.5,0.0,14.5,,,,,,,,130229496.36666666,88046.4,1645116.5666666667,3316.2,-6674.4,0.005,0.0,0.0,2.1999999999999998e-11,19990.0,3341.0,0.9925770727327148,29985.0,0.1,13.0,0.37374667,0.0018687333500000001,187.0,8600.0,1250.0,1.760928,50000.0,6250000000.0,0.010700000000000003,2500000000.0,176092800.0,2676092800.0,28.879819040635564,0.009933333333333332,0.0054166666666577495,0.015349999999991083,0.01176137874338862,0.157,0.1782335032756553,0.16735736138449397,6524139200.0,0.9333333333333333,0.988,1.700548307455205,0.008502741537276025,0.02610341651942223,0.05351430345963789,221461549.62707877,4550825081.63306,0.30309468232722736,0.2845992776425703,0.0031778713354275955,0.02000079271540914,4251370768.6380124,299454312.9950479,11094613874.162155,2125.685384319006,1,1679903024.4666667,15348462278.333334,14024230278.333334,1.5454834,54.091919,59.20617321683098,178.46541742227345,190.06344446149407
